pair_id,source_id,genre,perturbation,magnitude,score_H,score_T,score_R,score_S,C_geo,C_lin
rock_08::pitch_shift::-1st,rock_08,rock,pitch_shift,-1.0,0.957176,0.770797,0.976175,0.807806,0.8415494302788787,0.8452596666666666
rock_08::pitch_shift::+1st,rock_08,rock,pitch_shift,1.0,0.960892,0.80437,0.975471,0.775003,0.8429683623409704,0.8467549999999999
rock_08::pitch_shift::+2st,rock_08,rock,pitch_shift,2.0,0.958667,0.730797,0.969525,0.80914,0.8276169976736794,0.8328679999999999
rock_08::pitch_shift::+4st,rock_08,rock,pitch_shift,4.0,0.967969,0.614177,0.964967,0.729896,0.7570745732493044,0.7706806666666666
rock_08::time_stretch::-20pct,rock_08,rock,time_stretch,-20.0,0.9977,0.830463,0.703569,0.78737,0.8672940651273803,0.8718443333333333
rock_08::time_stretch::-10pct,rock_08,rock,time_stretch,-10.0,0.998554,0.837736,0.693826,0.808432,0.8777565455606855,0.8815740000000001
rock_08::time_stretch::-5pct,rock_08,rock,time_stretch,-5.0,0.998161,0.858111,0.77547,0.839446,0.8958712717341836,0.8985726666666666
rock_08::time_stretch::+5pct,rock_08,rock,time_stretch,5.0,0.999628,0.86065,0.770773,0.832687,0.8947786025745903,0.8976549999999999
rock_08::time_stretch::+10pct,rock_08,rock,time_stretch,10.0,0.997256,0.819834,0.682278,0.794689,0.8661170638368353,0.870593
rock_08::time_stretch::+20pct,rock_08,rock,time_stretch,20.0,0.994061,0.821964,0.643363,0.817403,0.8741125451724664,0.8778093333333333
rock_08::lowpass::lp8000,rock_08,rock,lowpass,8000.0,1.0,0.398632,0.985534,0.818652,0.6884786786658748,0.7390946666666667
rock_08::lowpass::lp4000,rock_08,rock,lowpass,4000.0,0.999998,0.405805,0.96619,0.742274,0.6703376171263195,0.7160256666666667
rock_08::lowpass::lp2000,rock_08,rock,lowpass,2000.0,0.998148,0.387533,0.949042,0.683109,0.6416987788417141,0.6895966666666666
rock_08::distortion::drv4,rock_08,rock,distortion,4.0,0.999589,0.555807,0.985506,0.805153,0.7647884114418521,0.7868496666666667
rock_08::distortion::drv12,rock_08,rock,distortion,12.0,0.999499,0.418826,0.950344,0.774764,0.6870607570348375,0.7310296666666667
rock_08::distortion::drv32,rock_08,rock,distortion,32.0,0.999133,0.395945,0.91501,0.729457,0.6608242233372854,0.7081783333333334
rock_08::style_swap::swap_cross,rock_08,rock,style_swap,nan,0.766064,0.416942,0.711322,0.374926,0.492903708690587,0.5193106666666666
