pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S,score_scs,score_clap_htsat,score_cbase
classical_10::pitch_shift::+1st,classical_10,classical,H,pitch_shift,1.0,0.596098,0.856862,0.999193,0.713025,0.978539,0.988400,0.983457
classical_10::pitch_shift::+2st,classical_10,classical,H,pitch_shift,2.0,0.662931,0.773538,0.998085,0.747478,0.971188,0.990623,0.980857
classical_10::pitch_shift::+4st,classical_10,classical,H,pitch_shift,4.0,0.728684,0.641817,0.994792,0.713927,0.948573,0.986117,0.967163
classical_10::time_stretch::-20pct,classical_10,classical,R,time_stretch,-20.0,0.988448,0.828432,0.928726,0.817851,0.635274,0.990878,0.793397
classical_10::time_stretch::-10pct,classical_10,classical,R,time_stretch,-10.0,0.994966,0.873206,0.919240,0.813256,0.689563,0.995362,0.828471
classical_10::time_stretch::-5pct,classical_10,classical,R,time_stretch,-5.0,0.998605,0.921652,0.936839,0.822880,0.697716,0.995689,0.833491
classical_10::time_stretch::+5pct,classical_10,classical,R,time_stretch,5.0,0.998265,0.933004,0.936183,0.810532,0.718610,0.995365,0.845742
classical_10::time_stretch::+10pct,classical_10,classical,R,time_stretch,10.0,0.996293,0.897087,0.922251,0.809239,0.736674,0.993512,0.855508
classical_10::time_stretch::+20pct,classical_10,classical,R,time_stretch,20.0,0.993271,0.850048,0.904104,0.805037,0.671277,0.991747,0.815927
classical_10::lowpass::lp8000,classical_10,classical,T,lowpass,8000.0,1.000000,0.870783,0.999954,0.847845,0.998965,0.984162,0.991536
classical_10::lowpass::lp4000,classical_10,classical,T,lowpass,4000.0,0.999993,0.652280,0.999774,0.818312,0.993252,0.961108,0.977048
classical_10::lowpass::lp2000,classical_10,classical,T,lowpass,2000.0,0.999819,0.536521,0.999236,0.778836,0.986205,0.944447,0.965100
classical_10::distortion::drv4,classical_10,classical,T,distortion,4.0,0.999561,0.723807,0.999312,0.790945,0.976305,0.974308,0.975306
classical_10::distortion::drv12,classical_10,classical,T,distortion,12.0,0.994965,0.593012,0.998199,0.698214,0.942494,0.879373,0.910387
classical_10::distortion::drv32,classical_10,classical,T,distortion,32.0,0.986273,0.550736,0.994871,0.627654,0.906342,0.809253,0.856423
classical_10::style_swap::swap_cross,classical_10,classical,S,style_swap,nan,0.647722,0.481486,0.954542,0.613361,0.639267,0.685728,0.662090
classical_10::style_swap::swap_same,classical_10,classical,S,style_swap,nan,0.904747,0.493142,0.904104,0.749234,0.686674,0.963975,0.813595
classical_11::control::ctrl,classical_11,classical,control,control,0.0,1.000000,1.000000,1.000000,0.814832,1.000000,1.000000,1.000000
classical_11::pitch_shift::-4st,classical_11,classical,H,pitch_shift,-4.0,0.642501,0.618023,0.972449,0.693205,0.956780,0.970360,0.963546
classical_11::pitch_shift::-2st,classical_11,classical,H,pitch_shift,-2.0,0.657320,0.682140,0.992606,0.737841,0.979062,0.981379,0.980220
classical_11::pitch_shift::-1st,classical_11,classical,H,pitch_shift,-1.0,0.605818,0.790484,0.993602,0.680746,0.982168,0.986027,0.984096
classical_11::pitch_shift::+1st,classical_11,classical,H,pitch_shift,1.0,0.643472,0.770137,0.976207,0.717246,0.987316,0.989659,0.988487
classical_11::pitch_shift::+2st,classical_11,classical,H,pitch_shift,2.0,0.649417,0.677590,0.958712,0.677674,0.968906,0.987357,0.978088
classical_11::pitch_shift::+4st,classical_11,classical,H,pitch_shift,4.0,0.743976,0.586582,0.957887,0.698332,0.965080,0.976157,0.970603
classical_11::time_stretch::-20pct,classical_11,classical,R,time_stretch,-20.0,0.994939,0.797311,0.855067,0.821871,0.789054,0.979236,0.879016
classical_11::time_stretch::-10pct,classical_11,classical,R,time_stretch,-10.0,0.999227,0.866217,0.878218,0.789547,0.815012,0.979980,0.893697
classical_11::time_stretch::-5pct,classical_11,classical,R,time_stretch,-5.0,0.998653,0.883111,0.877093,0.794920,0.853487,0.983948,0.916399
classical_11::time_stretch::+5pct,classical_11,classical,R,time_stretch,5.0,0.999364,0.868967,0.875962,0.805688,0.868718,0.984707,0.924896
classical_11::time_stretch::+10pct,classical_11,classical,R,time_stretch,10.0,0.999058,0.854528,0.845182,0.793056,0.798949,0.985544,0.887355
classical_11::time_stretch::+20pct,classical_11,classical,R,time_stretch,20.0,0.994512,0.838834,0.813344,0.815709,0.748711,0.975279,0.854519
classical_11::lowpass::lp8000,classical_11,classical,T,lowpass,8000.0,1.000000,0.994813,0.999996,0.810969,0.999890,0.986285,0.993064
classical_11::lowpass::lp4000,classical_11,classical,T,lowpass,4000.0,1.000000,0.824765,0.999765,0.813819,0.998960,0.985810,0.992363
classical_11::lowpass::lp2000,classical_11,classical,T,lowpass,2000.0,0.999993,0.595429,0.980281,0.814310,0.987951,0.976706,0.982312
classical_11::distortion::drv4,classical_11,classical,T,distortion,4.0,0.999950,0.879138,0.981273,0.793296,0.995424,0.992294,0.993858
classical_11::distortion::drv12,classical_11,classical,T,distortion,12.0,0.998640,0.680252,0.978224,0.760774,0.967729,0.935034,0.951241
classical_11::distortion::drv32,classical_11,classical,T,distortion,32.0,0.992478,0.554525,0.975510,0.691308,0.931232,0.832613,0.880543
classical_11::style_swap::swap_cross,classical_11,classical,S,style_swap,nan,0.885847,0.394578,0.790832,0.573354,0.642400,0.678769,0.660334
classical_11::style_swap::swap_same,classical_11,classical,S,style_swap,nan,0.759333,0.423632,0.821256,0.586973,0.641884,0.740424,0.689395
classical_12::control::ctrl,classical_12,classical,control,control,0.0,1.000000,1.000000,1.000000,0.828252,1.000000,1.000000,1.000000
classical_12::pitch_shift::-4st,classical_12,classical,H,pitch_shift,-4.0,0.747931,0.570972,0.978486,0.795541,0.940037,0.970685,0.955238
classical_12::pitch_shift::-2st,classical_12,classical,H,pitch_shift,-2.0,0.756959,0.699857,0.992407,0.811631,0.938866,0.983997,0.961167
classical_12::pitch_shift::-1st,classical_12,classical,H,pitch_shift,-1.0,0.811395,0.763160,0.980892,0.811276,0.958700,0.985621,0.972068
classical_12::pitch_shift::+1st,classical_12,classical,H,pitch_shift,1.0,0.826522,0.787238,0.980996,0.812198,0.965762,0.967057,0.966409
classical_12::pitch_shift::+2st,classical_12,classical,H,pitch_shift,2.0,0.760980,0.698835,0.980185,0.796916,0.951250,0.969121,0.960144
classical_12::pitch_shift::+4st,classical_12,classical,H,pitch_shift,4.0,0.731961,0.588650,0.979340,0.810486,0.921894,0.966363,0.943867
classical_12::time_stretch::-20pct,classical_12,classical,R,time_stretch,-20.0,0.990284,0.798351,0.933391,0.819834,0.486783,0.982286,0.691491
classical_12::time_stretch::-10pct,classical_12,classical,R,time_stretch,-10.0,0.997870,0.844924,0.913189,0.830580,0.501853,0.992082,0.705606
classical_12::time_stretch::-5pct,classical_12,classical,R,time_stretch,-5.0,0.994681,0.814766,0.932131,0.822312,0.591700,0.988047,0.764609
classical_12::time_stretch::+5pct,classical_12,classical,R,time_stretch,5.0,0.998851,0.810938,0.922905,0.825798,0.595399,0.988394,0.767130
classical_12::time_stretch::+10pct,classical_12,classical,R,time_stretch,10.0,0.998697,0.850112,0.903186,0.812041,0.555794,0.988525,0.741226
classical_12::time_stretch::+20pct,classical_12,classical,R,time_stretch,20.0,0.996399,0.844450,0.937503,0.808464,0.545728,0.976565,0.730027
classical_12::lowpass::lp8000,classical_12,classical,T,lowpass,8000.0,1.000000,0.813922,0.999443,0.831197,0.998457,0.964726,0.981447
classical_12::lowpass::lp4000,classical_12,classical,T,lowpass,4000.0,0.999999,0.509594,0.997705,0.803243,0.994820,0.944529,0.969349
classical_12::lowpass::lp2000,classical_12,classical,T,lowpass,2000.0,0.999364,0.414133,0.982570,0.783656,0.983049,0.895936,0.938482
classical_12::distortion::drv4,classical_12,classical,T,distortion,4.0,0.999485,0.911366,0.999450,0.819492,0.995107,0.999799,0.997450
classical_12::distortion::drv12,classical_12,classical,T,distortion,12.0,0.997929,0.706351,0.994833,0.816432,0.958098,0.984048,0.970986
classical_12::distortion::drv32,classical_12,classical,T,distortion,32.0,0.995035,0.553799,0.972473,0.715885,0.907625,0.832593,0.869300
classical_12::style_swap::swap_cross,classical_12,classical,S,style_swap,nan,0.970511,0.410347,0.912900,0.533101,0.512153,0.692376,0.595485
classical_12::style_swap::swap_same,classical_12,classical,S,style_swap,nan,0.654856,0.484040,0.888062,0.592130,0.553496,0.710838,0.627253
classical_13::control::ctrl,classical_13,classical,control,control,0.0,1.000000,1.000000,1.000000,0.735999,1.000000,1.000000,1.000000
classical_13::pitch_shift::-4st,classical_13,classical,H,pitch_shift,-4.0,0.841447,0.546578,0.959818,0.684603,0.955091,0.957499,0.956294
classical_13::pitch_shift::-2st,classical_13,classical,H,pitch_shift,-2.0,0.861788,0.651564,0.941685,0.743706,0.978468,0.964668,0.971544
classical_13::pitch_shift::-1st,classical_13,classical,H,pitch_shift,-1.0,0.824119,0.743943,0.996646,0.681804,0.973276,0.987360,0.980293
classical_13::pitch_shift::+1st,classical_13,classical,H,pitch_shift,1.0,0.850080,0.740670,0.941965,0.698453,0.974997,0.977192,0.976094
classical_13::pitch_shift::+2st,classical_13,classical,H,pitch_shift,2.0,0.876210,0.648844,0.964592,0.716563,0.960138,0.984218,0.972104
classical_13::pitch_shift::+4st,classical_13,classical,H,pitch_shift,4.0,0.872449,0.520474,0.953447,0.719228,0.917738,0.976044,0.946442
classical_13::time_stretch::-20pct,classical_13,classical,R,time_stretch,-20.0,0.986721,0.770048,0.823150,0.718604,0.665352,0.971253,0.803881
classical_13::time_stretch::-10pct,classical_13,classical,R,time_stretch,-10.0,0.998976,0.803878,0.789474,0.710156,0.767937,0.974558,0.865101
classical_13::time_stretch::-5pct,classical_13,classical,R,time_stretch,-5.0,0.996779,0.807893,0.875686,0.717547,0.845068,0.985633,0.912648
classical_13::time_stretch::+5pct,classical_13,classical,R,time_stretch,5.0,0.999114,0.809798,0.845987,0.740836,0.903051,0.979660,0.940576
classical_13::time_stretch::+10pct,classical_13,classical,R,time_stretch,10.0,0.997000,0.820004,0.846581,0.734197,0.765036,0.977831,0.864914
classical_13::time_stretch::+20pct,classical_13,classical,R,time_stretch,20.0,0.995832,0.785364,0.803940,0.724610,0.701635,0.974773,0.827004
classical_13::lowpass::lp8000,classical_13,classical,T,lowpass,8000.0,1.000000,0.803034,0.948103,0.733399,0.999747,0.950148,0.974632
classical_13::lowpass::lp4000,classical_13,classical,T,lowpass,4000.0,0.999998,0.652771,0.947634,0.748900,0.997249,0.867354,0.930037
classical_13::lowpass::lp2000,classical_13,classical,T,lowpass,2000.0,0.999967,0.484745,0.998230,0.696788,0.992519,0.816221,0.900064
classical_13::distortion::drv4,classical_13,classical,T,distortion,4.0,0.999999,0.977887,0.948413,0.746211,0.999954,0.999739,0.999847
classical_13::distortion::drv12,classical_13,classical,T,distortion,12.0,0.999983,0.874877,0.948076,0.735154,0.999512,0.996018,0.997763
classical_13::distortion::drv32,classical_13,classical,T,distortion,32.0,0.999935,0.698620,0.946360,0.727989,0.997363,0.940055,0.968285
classical_13::style_swap::swap_cross,classical_13,classical,S,style_swap,nan,0.938630,0.407658,0.735857,0.553928,0.564761,0.709412,0.632968
classical_13::style_swap::swap_same,classical_13,classical,S,style_swap,nan,0.850502,0.408574,0.846581,0.703039,0.691551,0.701309,0.696413
classical_14::control::ctrl,classical_14,classical,control,control,0.0,1.000000,0.999998,1.000000,0.853792,1.000000,1.000000,1.000000
classical_14::pitch_shift::-4st,classical_14,classical,H,pitch_shift,-4.0,0.707259,0.577600,0.925485,0.777447,0.953775,0.984412,0.968973
classical_14::pitch_shift::-2st,classical_14,classical,H,pitch_shift,-2.0,0.827977,0.711373,0.930529,0.819570,0.972660,0.987239,0.979922
classical_14::pitch_shift::-1st,classical_14,classical,H,pitch_shift,-1.0,0.691512,0.818130,0.996100,0.841260,0.978543,0.991801,0.985150
classical_14::pitch_shift::+1st,classical_14,classical,H,pitch_shift,1.0,0.706686,0.815906,0.970565,0.822655,0.974611,0.994885,0.984696
classical_14::pitch_shift::+2st,classical_14,classical,H,pitch_shift,2.0,0.833162,0.710529,0.969537,0.838165,0.976617,0.994225,0.985382
classical_14::pitch_shift::+4st,classical_14,classical,H,pitch_shift,4.0,0.718171,0.575755,0.964863,0.778419,0.958696,0.988208,0.973340
classical_14::time_stretch::-20pct,classical_14,classical,R,time_stretch,-20.0,0.993734,0.822093,0.707227,0.836961,0.681272,0.972305,0.813882
classical_14::time_stretch::-10pct,classical_14,classical,R,time_stretch,-10.0,0.997701,0.894413,0.771094,0.842501,0.718228,0.982994,0.840246
classical_14::time_stretch::-5pct,classical_14,classical,R,time_stretch,-5.0,0.998546,0.905012,0.784914,0.842213,0.805394,0.991770,0.893737
classical_14::time_stretch::+5pct,classical_14,classical,R,time_stretch,5.0,0.998630,0.892132,0.873351,0.859581,0.785246,0.989573,0.881509
classical_14::time_stretch::+10pct,classical_14,classical,R,time_stretch,10.0,0.996972,0.895697,0.825731,0.864695,0.668315,0.992818,0.814564
classical_14::time_stretch::+20pct,classical_14,classical,R,time_stretch,20.0,0.989969,0.860611,0.828963,0.842746,0.655242,0.991541,0.806039
classical_14::lowpass::lp8000,classical_14,classical,T,lowpass,8000.0,1.000000,0.984898,0.999993,0.853182,0.999928,0.976765,0.988279
classical_14::lowpass::lp4000,classical_14,classical,T,lowpass,4000.0,1.000000,0.941421,0.999910,0.849606,0.999069,0.947446,0.972915
classical_14::lowpass::lp2000,classical_14,classical,T,lowpass,2000.0,0.999999,0.586043,0.998457,0.858661,0.988700,0.945349,0.966782
classical_14::distortion::drv4,classical_14,classical,T,distortion,4.0,0.999914,0.742818,0.996099,0.755639,0.975490,0.986703,0.981080
classical_14::distortion::drv12,classical_14,classical,T,distortion,12.0,0.998441,0.574651,0.988334,0.570335,0.937823,0.914532,0.926105
classical_14::distortion::drv32,classical_14,classical,T,distortion,32.0,0.992250,0.502599,0.982553,0.488518,0.908081,0.815058,0.860313
classical_14::style_swap::swap_cross,classical_14,classical,S,style_swap,nan,0.872103,0.345070,0.760395,0.592043,0.664777,0.685801,0.675207
classical_14::style_swap::swap_same,classical_14,classical,S,style_swap,nan,0.825374,0.443807,0.748870,0.514794,0.637340,0.735438,0.684635
classical_15::control::ctrl,classical_15,classical,control,control,0.0,1.000000,1.000000,1.000000,0.757276,1.000000,1.000000,1.000000
classical_15::pitch_shift::-4st,classical_15,classical,H,pitch_shift,-4.0,0.956041,0.512082,0.985633,0.792694,0.947289,0.937990,0.942628
classical_15::pitch_shift::-2st,classical_15,classical,H,pitch_shift,-2.0,0.968745,0.686166,0.996111,0.791384,0.976262,0.959551,0.967871
classical_15::pitch_shift::-1st,classical_15,classical,H,pitch_shift,-1.0,0.981113,0.817315,0.996356,0.757473,0.979427,0.981099,0.980263
classical_15::pitch_shift::+1st,classical_15,classical,H,pitch_shift,1.0,0.983307,0.816304,0.995383,0.739702,0.983055,0.961559,0.972248
classical_15::pitch_shift::+2st,classical_15,classical,H,pitch_shift,2.0,0.973490,0.679885,0.994851,0.743990,0.967636,0.960880,0.964252
classical_15::pitch_shift::+4st,classical_15,classical,H,pitch_shift,4.0,0.967338,0.544054,0.983840,0.713189,0.942166,0.959328,0.950708
classical_15::time_stretch::-20pct,classical_15,classical,R,time_stretch,-20.0,0.998683,0.811928,0.943124,0.745614,0.608173,0.975589,0.770277
classical_15::time_stretch::-10pct,classical_15,classical,R,time_stretch,-10.0,0.999555,0.824298,0.927435,0.776347,0.696351,0.987444,0.829221
classical_15::time_stretch::-5pct,classical_15,classical,R,time_stretch,-5.0,0.999524,0.876822,0.939810,0.747581,0.797210,0.990110,0.888440
classical_15::time_stretch::+5pct,classical_15,classical,R,time_stretch,5.0,0.998928,0.897941,0.941619,0.773777,0.749336,0.987110,0.860045
classical_15::time_stretch::+10pct,classical_15,classical,R,time_stretch,10.0,0.997781,0.829580,0.931338,0.787083,0.657393,0.975082,0.800632
classical_15::time_stretch::+20pct,classical_15,classical,R,time_stretch,20.0,0.997678,0.804178,0.930040,0.785260,0.595791,0.959915,0.756246
classical_15::lowpass::lp8000,classical_15,classical,T,lowpass,8000.0,0.999872,0.638903,0.999001,0.754992,0.997539,0.959151,0.978157
classical_15::lowpass::lp4000,classical_15,classical,T,lowpass,4000.0,0.999872,0.577801,0.984907,0.741679,0.991955,0.929614,0.960278
classical_15::lowpass::lp2000,classical_15,classical,T,lowpass,2000.0,0.999225,0.476938,0.974412,0.708099,0.971443,0.882649,0.925983
classical_15::distortion::drv4,classical_15,classical,T,distortion,4.0,0.999986,0.995858,0.999988,0.747486,0.999984,0.999853,0.999919
classical_15::distortion::drv12,classical_15,classical,T,distortion,12.0,1.000000,0.946744,0.999811,0.743564,0.999216,0.999333,0.999274
classical_15::distortion::drv32,classical_15,classical,T,distortion,32.0,0.999869,0.806054,0.998657,0.746713,0.992718,0.997065,0.994889
classical_15::style_swap::swap_cross,classical_15,classical,S,style_swap,nan,0.982942,0.408907,0.931338,0.670868,0.589306,0.657791,0.622608
classical_15::style_swap::swap_same,classical_15,classical,S,style_swap,nan,0.921746,0.440542,0.958621,0.721377,0.591651,0.676495,0.632652
ambient_01::control::ctrl,ambient_01,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.752810,1.000000,1.000000,1.000000
ambient_01::pitch_shift::-4st,ambient_01,ambient,H,pitch_shift,-4.0,0.991860,0.535472,0.980880,0.725145,0.907034,0.886231,0.896572
ambient_01::pitch_shift::-2st,ambient_01,ambient,H,pitch_shift,-2.0,0.994160,0.669668,0.983710,0.747035,0.931638,0.944874,0.938233
ambient_01::pitch_shift::-1st,ambient_01,ambient,H,pitch_shift,-1.0,0.992230,0.794462,0.984684,0.793250,0.956849,0.973297,0.965038
ambient_01::pitch_shift::+1st,ambient_01,ambient,H,pitch_shift,1.0,0.992976,0.798119,0.995430,0.770594,0.953928,0.944113,0.949008
ambient_01::pitch_shift::+2st,ambient_01,ambient,H,pitch_shift,2.0,0.994728,0.703130,0.982154,0.760865,0.924239,0.945982,0.935048
ambient_01::pitch_shift::+4st,ambient_01,ambient,H,pitch_shift,4.0,0.990868,0.598342,0.979553,0.762153,0.858640,0.911666,0.884756
ambient_01::time_stretch::-20pct,ambient_01,ambient,R,time_stretch,-20.0,0.999551,0.830197,0.917763,0.753315,0.574952,0.967111,0.745683
ambient_01::time_stretch::-10pct,ambient_01,ambient,R,time_stretch,-10.0,0.999781,0.875798,0.909151,0.758625,0.612106,0.959352,0.766306
ambient_01::time_stretch::-5pct,ambient_01,ambient,R,time_stretch,-5.0,0.999163,0.877557,0.930745,0.699749,0.689087,0.960715,0.813644
